,ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Formua de Venda,Regiao
32642,32643,2023-10-07,São Paulo,Notebook Dell,3500.0,1,Cliente_8810,3500.0,Presencial,Sudeste
32643,32644,2023-01-02,São Paulo,Smartphone Samsung,2200.0,1,Cliente_1904,2200.0,Presencial,Sudeste
32649,32650,2023-01-20,São Paulo,"Monitor 27""",1200.0,1,Cliente_25354,1200.0,Presencial,Sudeste
32660,32661,2024-08-19,São Paulo,Notebook HP,3200.0,1,Cliente_18471,3200.0,Presencial,Sudeste
32665,32666,2023-10-14,São Paulo,iPhone 14,5500.0,2,Cliente_6637,11000.0,Presencial,Sudeste
32667,32668,2024-09-27,São Paulo,"Monitor 27""",1200.0,1,Cliente_29933,1200.0,Presencial,Sudeste
32672,32673,2023-04-27,São Paulo,Cabo HDMI,40.0,2,Cliente_20193,80.0,Presencial,Sudeste
32676,32677,2023-10-20,São Paulo,"Monitor 27""",1200.0,2,Cliente_12996,2400.0,Presencial,Sudeste
32692,32693,2024-06-08,São Paulo,Notebook HP,3200.0,1,Cliente_2127,3200.0,Presencial,Sudeste
32696,32697,2023-05-14,São Paulo,"Monitor 27""",1200.0,2,Cliente_18166,2400.0,Presencial,Sudeste
32718,32719,2023-10-07,São Paulo,Teclado Mecânico,250.0,2,Cliente_19867,500.0,Presencial,Sudeste
32723,32724,2024-08-29,São Paulo,Teclado Mecânico,250.0,2,Cliente_29583,500.0,Presencial,Sudeste
32726,32727,2023-11-16,São Paulo,Mouse Gamer,120.0,3,Cliente_20629,360.0,Presencial,Sudeste
32728,32729,2024-10-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_26886,250.0,Presencial,Sudeste
32733,32734,2023-11-25,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17838,2200.0,Presencial,Sudeste
32751,32752,2024-03-28,São Paulo,Mouse Gamer,120.0,2,Cliente_24260,240.0,Presencial,Sudeste
32755,32756,2024-03-24,São Paulo,Notebook Dell,3500.0,1,Cliente_2255,3500.0,Presencial,Sudeste
32777,32778,2023-05-09,São Paulo,Notebook HP,3200.0,1,Cliente_19456,3200.0,Presencial,Sudeste
32779,32780,2023-04-25,São Paulo,Teclado Mecânico,250.0,1,Cliente_24895,250.0,Presencial,Sudeste
32787,32788,2023-02-15,São Paulo,"Monitor 27""",1200.0,2,Cliente_6427,2400.0,Presencial,Sudeste
32794,32795,2024-09-29,São Paulo,"Monitor 27""",1200.0,1,Cliente_13165,1200.0,Presencial,Sudeste
32796,32797,2024-12-29,São Paulo,iPhone 14,5500.0,1,Cliente_8314,5500.0,Presencial,Sudeste
32800,32801,2023-06-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_17574,250.0,Presencial,Sudeste
32802,32803,2024-01-08,São Paulo,iPhone 14,5500.0,1,Cliente_5899,5500.0,Presencial,Sudeste
32817,32818,2024-11-16,São Paulo,Notebook Dell,3500.0,1,Cliente_752,3500.0,Presencial,Sudeste
32824,32825,2023-04-04,São Paulo,Notebook HP,3200.0,1,Cliente_16261,3200.0,Presencial,Sudeste
32848,32849,2023-04-29,São Paulo,Mouse Gamer,120.0,1,Cliente_19663,120.0,Presencial,Sudeste
32869,32870,2023-05-07,São Paulo,"Monitor 27""",1200.0,1,Cliente_25530,1200.0,Presencial,Sudeste
32870,32871,2023-03-24,São Paulo,Smartphone Samsung,2200.0,2,Cliente_4648,4400.0,Presencial,Sudeste
32871,32872,2024-04-25,São Paulo,Notebook HP,3200.0,5,Cliente_5622,16000.0,Presencial,Sudeste
32872,32873,2024-01-24,São Paulo,Notebook HP,3200.0,1,Cliente_16872,3200.0,Presencial,Sudeste
32876,32877,2024-10-28,São Paulo,Teclado Mecânico,250.0,2,Cliente_6501,500.0,Presencial,Sudeste
32882,32883,2024-04-13,São Paulo,iPhone 14,5500.0,2,Cliente_20981,11000.0,Presencial,Sudeste
32885,32886,2023-11-07,São Paulo,Notebook HP,3200.0,1,Cliente_3643,3200.0,Presencial,Sudeste
32890,32891,2024-06-09,São Paulo,"Monitor 27""",1200.0,1,Cliente_19505,1200.0,Presencial,Sudeste
32897,32898,2023-08-06,São Paulo,Smartphone Samsung,2200.0,2,Cliente_12344,4400.0,Presencial,Sudeste
32900,32901,2023-10-02,São Paulo,Teclado Mecânico,250.0,2,Cliente_16415,500.0,Presencial,Sudeste
32906,32907,2024-07-11,São Paulo,iPhone 14,5500.0,5,Cliente_7504,27500.0,Presencial,Sudeste
32914,32915,2023-09-30,São Paulo,Cabo HDMI,40.0,1,Cliente_21252,40.0,Presencial,Sudeste
32918,32919,2024-11-10,São Paulo,Smartphone Samsung,2200.0,2,Cliente_18686,4400.0,Presencial,Sudeste
32927,32928,2024-09-05,São Paulo,iPhone 14,5500.0,1,Cliente_13152,5500.0,Presencial,Sudeste
32932,32933,2024-06-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_20661,1200.0,Presencial,Sudeste
32933,32934,2024-12-02,São Paulo,Cabo HDMI,40.0,2,Cliente_29173,80.0,Presencial,Sudeste
32956,32957,2024-03-09,São Paulo,Smartphone Samsung,2200.0,2,Cliente_10641,4400.0,Presencial,Sudeste
32960,32961,2024-01-08,São Paulo,Notebook HP,3200.0,1,Cliente_12194,3200.0,Presencial,Sudeste
32964,32965,2023-10-04,São Paulo,Smartphone Samsung,2200.0,1,Cliente_27109,2200.0,Presencial,Sudeste
32972,32973,2024-11-16,São Paulo,Notebook HP,3200.0,1,Cliente_3397,3200.0,Presencial,Sudeste
32977,32978,2023-10-15,São Paulo,iPhone 14,5500.0,1,Cliente_5187,5500.0,Presencial,Sudeste
32983,32984,2023-01-28,São Paulo,Notebook HP,3200.0,1,Cliente_13550,3200.0,Presencial,Sudeste
32994,32995,2023-09-15,São Paulo,Notebook Dell,3500.0,3,Cliente_6916,10500.0,Presencial,Sudeste
33001,33002,2024-02-15,São Paulo,Mouse Gamer,120.0,1,Cliente_4479,120.0,Presencial,Sudeste
33017,33018,2024-05-31,São Paulo,Notebook HP,3200.0,1,Cliente_16618,3200.0,Presencial,Sudeste
33020,33021,2023-02-22,São Paulo,Notebook Dell,3500.0,1,Cliente_230,3500.0,Presencial,Sudeste
33061,33062,2023-03-26,São Paulo,iPhone 14,5500.0,1,Cliente_4571,5500.0,Presencial,Sudeste
33064,33065,2023-11-21,São Paulo,Cabo HDMI,40.0,1,Cliente_24304,40.0,Presencial,Sudeste
33067,33068,2023-02-27,São Paulo,Notebook HP,3200.0,1,Cliente_3116,3200.0,Presencial,Sudeste
33082,33083,2023-08-30,São Paulo,Mouse Gamer,120.0,2,Cliente_8145,240.0,Presencial,Sudeste
33083,33084,2023-01-09,São Paulo,Notebook HP,3200.0,1,Cliente_24586,3200.0,Presencial,Sudeste
33084,33085,2023-02-28,São Paulo,Notebook Dell,3500.0,2,Cliente_18543,7000.0,Presencial,Sudeste
33085,33086,2024-11-14,São Paulo,Cabo HDMI,40.0,1,Cliente_26255,40.0,Presencial,Sudeste
33089,33090,2023-10-21,São Paulo,iPhone 14,5500.0,2,Cliente_18295,11000.0,Presencial,Sudeste
33101,33102,2023-11-06,São Paulo,Mouse Gamer,120.0,1,Cliente_29092,120.0,Presencial,Sudeste
33119,33120,2023-03-04,São Paulo,Notebook HP,3200.0,5,Cliente_13646,16000.0,Presencial,Sudeste
33120,33121,2024-08-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_2054,2200.0,Presencial,Sudeste
33129,33130,2023-06-09,São Paulo,Notebook Dell,3500.0,1,Cliente_15608,3500.0,Presencial,Sudeste
33130,33131,2023-05-15,São Paulo,Teclado Mecânico,250.0,1,Cliente_11473,250.0,Presencial,Sudeste
33144,33145,2024-08-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_2548,250.0,Presencial,Sudeste
33146,33147,2023-07-07,São Paulo,Teclado Mecânico,250.0,3,Cliente_28884,750.0,Presencial,Sudeste
33152,33153,2024-09-27,São Paulo,Teclado Mecânico,250.0,3,Cliente_1493,750.0,Presencial,Sudeste
33158,33159,2024-11-14,São Paulo,Smartphone Samsung,2200.0,2,Cliente_22186,4400.0,Presencial,Sudeste
33159,33160,2023-12-10,São Paulo,Cabo HDMI,40.0,2,Cliente_17308,80.0,Presencial,Sudeste
33169,33170,2023-05-14,São Paulo,Notebook HP,3200.0,1,Cliente_15997,3200.0,Presencial,Sudeste
33173,33174,2023-01-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_2113,2200.0,Presencial,Sudeste
33183,33184,2024-05-14,São Paulo,iPhone 14,5500.0,1,Cliente_3348,5500.0,Presencial,Sudeste
33184,33185,2024-03-18,São Paulo,"Monitor 27""",1200.0,1,Cliente_14901,1200.0,Presencial,Sudeste
33186,33187,2024-07-03,São Paulo,Notebook Dell,3500.0,1,Cliente_186,3500.0,Presencial,Sudeste
33195,33196,2023-06-22,São Paulo,"Monitor 27""",1200.0,3,Cliente_2452,3600.0,Presencial,Sudeste
33203,33204,2024-07-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_13053,250.0,Presencial,Sudeste
33204,33205,2024-01-31,São Paulo,Cabo HDMI,40.0,1,Cliente_28381,40.0,Presencial,Sudeste
33205,33206,2024-01-21,São Paulo,Teclado Mecânico,250.0,1,Cliente_16606,250.0,Presencial,Sudeste
33210,33211,2024-07-01,São Paulo,Smartphone Samsung,2200.0,1,Cliente_22530,2200.0,Presencial,Sudeste
33221,33222,2023-03-22,São Paulo,Cabo HDMI,40.0,3,Cliente_18167,120.0,Presencial,Sudeste
33223,33224,2023-08-03,São Paulo,Notebook Dell,3500.0,1,Cliente_2627,3500.0,Presencial,Sudeste
33224,33225,2023-10-07,São Paulo,Notebook Dell,3500.0,10,Cliente_15001,35000.0,Presencial,Sudeste
33230,33231,2024-10-14,São Paulo,iPhone 14,5500.0,2,Cliente_7098,11000.0,Presencial,Sudeste
33239,33240,2023-04-17,São Paulo,Notebook Dell,3500.0,1,Cliente_25500,3500.0,Presencial,Sudeste
33243,33244,2023-09-29,São Paulo,Mouse Gamer,120.0,1,Cliente_27523,120.0,Presencial,Sudeste
33246,33247,2024-07-26,São Paulo,iPhone 14,5500.0,1,Cliente_857,5500.0,Presencial,Sudeste
33264,33265,2024-12-16,São Paulo,Mouse Gamer,120.0,2,Cliente_23664,240.0,Presencial,Sudeste
33266,33267,2023-08-10,São Paulo,Smartphone Samsung,2200.0,2,Cliente_20534,4400.0,Presencial,Sudeste
33267,33268,2023-06-19,São Paulo,"Monitor 27""",1200.0,1,Cliente_1629,1200.0,Presencial,Sudeste
33280,33281,2024-09-23,São Paulo,Notebook Dell,3500.0,1,Cliente_16475,3500.0,Presencial,Sudeste
33282,33283,2023-03-16,São Paulo,Mouse Gamer,120.0,2,Cliente_25053,240.0,Presencial,Sudeste
33301,33302,2024-08-17,São Paulo,"Monitor 27""",1200.0,5,Cliente_16983,6000.0,Presencial,Sudeste
33309,33310,2024-01-05,São Paulo,Cabo HDMI,40.0,1,Cliente_1685,40.0,Presencial,Sudeste
33327,33328,2024-03-18,São Paulo,Cabo HDMI,40.0,5,Cliente_11958,200.0,Presencial,Sudeste
33336,33337,2024-01-28,São Paulo,Mouse Gamer,120.0,1,Cliente_28604,120.0,Presencial,Sudeste
33343,33344,2024-04-09,São Paulo,Notebook HP,3200.0,1,Cliente_24615,3200.0,Presencial,Sudeste
33350,33351,2023-03-17,São Paulo,Cabo HDMI,40.0,2,Cliente_1249,80.0,Presencial,Sudeste
33353,33354,2023-10-21,São Paulo,Notebook HP,3200.0,1,Cliente_426,3200.0,Presencial,Sudeste
33367,33368,2023-09-09,São Paulo,iPhone 14,5500.0,1,Cliente_5525,5500.0,Presencial,Sudeste
33381,33382,2023-02-16,São Paulo,Notebook HP,3200.0,1,Cliente_29957,3200.0,Presencial,Sudeste
33382,33383,2024-02-09,São Paulo,Cabo HDMI,40.0,2,Cliente_25617,80.0,Presencial,Sudeste
33383,33384,2023-01-21,São Paulo,iPhone 14,5500.0,1,Cliente_28135,5500.0,Presencial,Sudeste
33384,33385,2024-04-07,São Paulo,Notebook HP,3200.0,2,Cliente_3145,6400.0,Presencial,Sudeste
33395,33396,2024-11-03,São Paulo,Mouse Gamer,120.0,3,Cliente_29106,360.0,Presencial,Sudeste
33396,33397,2023-04-21,São Paulo,Teclado Mecânico,250.0,1,Cliente_29432,250.0,Presencial,Sudeste
33418,33419,2024-11-03,São Paulo,Cabo HDMI,40.0,2,Cliente_1951,80.0,Presencial,Sudeste
33420,33421,2024-10-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_647,1200.0,Presencial,Sudeste
33424,33425,2023-03-01,São Paulo,iPhone 14,5500.0,1,Cliente_27679,5500.0,Presencial,Sudeste
33432,33433,2023-10-11,São Paulo,Mouse Gamer,120.0,10,Cliente_21410,1200.0,Presencial,Sudeste
33466,33467,2024-10-31,São Paulo,Smartphone Samsung,2200.0,1,Cliente_12426,2200.0,Presencial,Sudeste
33467,33468,2023-05-09,São Paulo,Teclado Mecânico,250.0,2,Cliente_23752,500.0,Presencial,Sudeste
33472,33473,2024-02-03,São Paulo,"Monitor 27""",1200.0,2,Cliente_439,2400.0,Presencial,Sudeste
33480,33481,2024-09-27,São Paulo,Notebook HP,3200.0,1,Cliente_28741,3200.0,Presencial,Sudeste
33481,33482,2024-12-07,São Paulo,Mouse Gamer,120.0,1,Cliente_2641,120.0,Presencial,Sudeste
33483,33484,2023-12-19,São Paulo,"Monitor 27""",1200.0,1,Cliente_16192,1200.0,Presencial,Sudeste
33493,33494,2024-06-02,São Paulo,Notebook HP,3200.0,1,Cliente_18408,3200.0,Presencial,Sudeste
33500,33501,2024-01-22,São Paulo,Teclado Mecânico,250.0,1,Cliente_23615,250.0,Presencial,Sudeste
33502,33503,2023-04-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_18807,2200.0,Presencial,Sudeste
33514,33515,2023-05-22,São Paulo,Cabo HDMI,40.0,1,Cliente_20862,40.0,Presencial,Sudeste
33518,33519,2024-10-27,São Paulo,Notebook Dell,3500.0,1,Cliente_18646,3500.0,Presencial,Sudeste
33521,33522,2024-10-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_20859,250.0,Presencial,Sudeste
33524,33525,2024-03-11,São Paulo,Teclado Mecânico,250.0,1,Cliente_18308,250.0,Presencial,Sudeste
33539,33540,2024-05-14,São Paulo,Smartphone Samsung,2200.0,1,Cliente_21511,2200.0,Presencial,Sudeste
33551,33552,2023-03-14,São Paulo,Smartphone Samsung,2200.0,2,Cliente_21855,4400.0,Presencial,Sudeste
33556,33557,2024-06-02,São Paulo,iPhone 14,5500.0,3,Cliente_20763,16500.0,Presencial,Sudeste
33557,33558,2024-03-25,São Paulo,Teclado Mecânico,250.0,1,Cliente_27602,250.0,Presencial,Sudeste
33560,33561,2024-02-18,São Paulo,Smartphone Samsung,2200.0,1,Cliente_16755,2200.0,Presencial,Sudeste
33573,33574,2023-03-22,São Paulo,"Monitor 27""",1200.0,1,Cliente_16937,1200.0,Presencial,Sudeste
33584,33585,2024-10-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_1265,1200.0,Presencial,Sudeste
33609,33610,2023-12-04,São Paulo,Notebook Dell,3500.0,2,Cliente_8476,7000.0,Presencial,Sudeste
33624,33625,2023-03-06,São Paulo,Teclado Mecânico,250.0,3,Cliente_18986,750.0,Presencial,Sudeste
33653,33654,2024-11-30,São Paulo,iPhone 14,5500.0,1,Cliente_23300,5500.0,Presencial,Sudeste
33655,33656,2023-01-28,São Paulo,Notebook HP,3200.0,1,Cliente_22884,3200.0,Presencial,Sudeste
33657,33658,2023-11-04,São Paulo,Mouse Gamer,120.0,5,Cliente_18940,600.0,Presencial,Sudeste
33685,33686,2023-09-06,São Paulo,Notebook HP,3200.0,1,Cliente_25643,3200.0,Presencial,Sudeste
33711,33712,2024-06-30,São Paulo,Mouse Gamer,120.0,3,Cliente_15857,360.0,Presencial,Sudeste
33724,33725,2023-12-17,São Paulo,Cabo HDMI,40.0,1,Cliente_24144,40.0,Presencial,Sudeste
33727,33728,2023-10-02,São Paulo,Notebook HP,3200.0,1,Cliente_1686,3200.0,Presencial,Sudeste
33744,33745,2023-04-15,São Paulo,Mouse Gamer,120.0,1,Cliente_10710,120.0,Presencial,Sudeste
33748,33749,2024-11-27,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7096,2200.0,Presencial,Sudeste
33753,33754,2023-08-30,São Paulo,Notebook Dell,3500.0,1,Cliente_28586,3500.0,Presencial,Sudeste
33764,33765,2023-10-10,São Paulo,iPhone 14,5500.0,1,Cliente_2532,5500.0,Presencial,Sudeste
33772,33773,2023-10-22,São Paulo,Notebook HP,3200.0,1,Cliente_8019,3200.0,Presencial,Sudeste
33776,33777,2024-10-17,São Paulo,Notebook HP,3200.0,5,Cliente_3007,16000.0,Presencial,Sudeste
33786,33787,2023-12-08,São Paulo,Teclado Mecânico,250.0,2,Cliente_6923,500.0,Presencial,Sudeste
33788,33789,2023-07-03,São Paulo,iPhone 14,5500.0,1,Cliente_4190,5500.0,Presencial,Sudeste
33792,33793,2023-06-03,São Paulo,Mouse Gamer,120.0,2,Cliente_4817,240.0,Presencial,Sudeste
33818,33819,2024-08-25,São Paulo,Mouse Gamer,120.0,2,Cliente_29046,240.0,Presencial,Sudeste
33824,33825,2024-04-15,São Paulo,Smartphone Samsung,2200.0,2,Cliente_6798,4400.0,Presencial,Sudeste
33826,33827,2024-04-24,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17883,2200.0,Presencial,Sudeste
33836,33837,2023-10-07,São Paulo,Cabo HDMI,40.0,5,Cliente_9323,200.0,Presencial,Sudeste
33841,33842,2023-11-20,São Paulo,Smartphone Samsung,2200.0,1,Cliente_1771,2200.0,Presencial,Sudeste
33846,33847,2024-03-05,São Paulo,Cabo HDMI,40.0,1,Cliente_21294,40.0,Presencial,Sudeste
33862,33863,2023-11-20,São Paulo,Notebook Dell,3500.0,1,Cliente_5896,3500.0,Presencial,Sudeste
33875,33876,2024-02-08,São Paulo,Notebook HP,3200.0,1,Cliente_17395,3200.0,Presencial,Sudeste
33877,33878,2024-09-11,São Paulo,Notebook HP,3200.0,1,Cliente_2083,3200.0,Presencial,Sudeste
33885,33886,2024-09-07,São Paulo,Mouse Gamer,120.0,2,Cliente_23069,240.0,Presencial,Sudeste
33887,33888,2024-02-17,São Paulo,Notebook HP,3200.0,1,Cliente_14776,3200.0,Presencial,Sudeste
33898,33899,2023-08-16,São Paulo,"Monitor 27""",1200.0,1,Cliente_65,1200.0,Presencial,Sudeste
33906,33907,2023-12-12,São Paulo,Cabo HDMI,40.0,3,Cliente_18251,120.0,Presencial,Sudeste
33911,33912,2023-01-04,São Paulo,Notebook HP,3200.0,1,Cliente_22244,3200.0,Presencial,Sudeste
33914,33915,2023-05-11,São Paulo,Mouse Gamer,120.0,3,Cliente_6441,360.0,Presencial,Sudeste
33916,33917,2023-02-16,São Paulo,Teclado Mecânico,250.0,1,Cliente_3472,250.0,Presencial,Sudeste
33918,33919,2023-11-22,São Paulo,Smartphone Samsung,2200.0,1,Cliente_23104,2200.0,Presencial,Sudeste
33951,33952,2023-12-03,São Paulo,Notebook Dell,3500.0,1,Cliente_25913,3500.0,Presencial,Sudeste
33964,33965,2023-08-20,São Paulo,Notebook HP,3200.0,1,Cliente_22397,3200.0,Presencial,Sudeste
33971,33972,2024-12-16,São Paulo,Notebook HP,3200.0,1,Cliente_4284,3200.0,Presencial,Sudeste
33972,33973,2024-08-20,São Paulo,Notebook HP,3200.0,1,Cliente_21461,3200.0,Presencial,Sudeste
33981,33982,2023-03-21,São Paulo,Notebook Dell,3500.0,1,Cliente_27331,3500.0,Presencial,Sudeste
33989,33990,2024-09-26,São Paulo,Cabo HDMI,40.0,1,Cliente_21425,40.0,Presencial,Sudeste
33996,33997,2024-11-28,São Paulo,iPhone 14,5500.0,1,Cliente_21154,5500.0,Presencial,Sudeste
34002,34003,2023-06-11,São Paulo,Notebook HP,3200.0,1,Cliente_13857,3200.0,Presencial,Sudeste
34010,34011,2024-01-15,São Paulo,iPhone 14,5500.0,3,Cliente_25847,16500.0,Presencial,Sudeste
34011,34012,2024-03-27,São Paulo,iPhone 14,5500.0,2,Cliente_11899,11000.0,Presencial,Sudeste
34017,34018,2023-09-07,São Paulo,Notebook HP,3200.0,1,Cliente_29920,3200.0,Presencial,Sudeste
34030,34031,2024-11-09,São Paulo,Notebook HP,3200.0,5,Cliente_10769,16000.0,Presencial,Sudeste
34034,34035,2024-02-29,São Paulo,iPhone 14,5500.0,2,Cliente_12517,11000.0,Presencial,Sudeste
34035,34036,2023-11-30,São Paulo,iPhone 14,5500.0,1,Cliente_7626,5500.0,Presencial,Sudeste
34056,34057,2024-08-03,São Paulo,"Monitor 27""",1200.0,2,Cliente_10312,2400.0,Presencial,Sudeste
34062,34063,2023-07-09,São Paulo,iPhone 14,5500.0,2,Cliente_7871,11000.0,Presencial,Sudeste
34064,34065,2023-01-30,São Paulo,Notebook Dell,3500.0,1,Cliente_14363,3500.0,Presencial,Sudeste
34066,34067,2023-11-01,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8318,2200.0,Presencial,Sudeste
34068,34069,2023-08-22,São Paulo,Mouse Gamer,120.0,3,Cliente_3646,360.0,Presencial,Sudeste
34075,34076,2024-07-04,São Paulo,Teclado Mecânico,250.0,3,Cliente_23480,750.0,Presencial,Sudeste
34077,34078,2024-09-21,São Paulo,"Monitor 27""",1200.0,1,Cliente_15677,1200.0,Presencial,Sudeste
34080,34081,2024-09-05,São Paulo,Notebook HP,3200.0,1,Cliente_9902,3200.0,Presencial,Sudeste
34082,34083,2024-08-15,São Paulo,Mouse Gamer,120.0,1,Cliente_15936,120.0,Presencial,Sudeste
34084,34085,2023-09-22,São Paulo,Smartphone Samsung,2200.0,1,Cliente_26118,2200.0,Presencial,Sudeste
34092,34093,2023-06-10,São Paulo,Notebook Dell,3500.0,3,Cliente_28415,10500.0,Presencial,Sudeste
34106,34107,2024-09-07,São Paulo,Notebook Dell,3500.0,1,Cliente_5255,3500.0,Presencial,Sudeste
34107,34108,2023-06-24,São Paulo,iPhone 14,5500.0,2,Cliente_18713,11000.0,Presencial,Sudeste
34112,34113,2023-09-26,São Paulo,Notebook Dell,3500.0,5,Cliente_9026,17500.0,Presencial,Sudeste
34115,34116,2024-06-03,São Paulo,Notebook HP,3200.0,2,Cliente_9785,6400.0,Presencial,Sudeste
34125,34126,2023-09-06,São Paulo,iPhone 14,5500.0,1,Cliente_13352,5500.0,Presencial,Sudeste
34140,34141,2023-01-24,São Paulo,Notebook HP,3200.0,1,Cliente_8596,3200.0,Presencial,Sudeste
34153,34154,2024-03-17,São Paulo,iPhone 14,5500.0,1,Cliente_10673,5500.0,Presencial,Sudeste
34164,34165,2024-10-17,São Paulo,"Monitor 27""",1200.0,1,Cliente_1438,1200.0,Presencial,Sudeste
34177,34178,2024-09-25,São Paulo,"Monitor 27""",1200.0,1,Cliente_21889,1200.0,Presencial,Sudeste
34185,34186,2024-03-28,São Paulo,Smartphone Samsung,2200.0,3,Cliente_6284,6600.0,Presencial,Sudeste
34193,34194,2023-04-16,São Paulo,Notebook Dell,3500.0,1,Cliente_19079,3500.0,Presencial,Sudeste
34194,34195,2023-11-14,São Paulo,"Monitor 27""",1200.0,1,Cliente_22440,1200.0,Presencial,Sudeste
34201,34202,2023-08-08,São Paulo,Notebook Dell,3500.0,1,Cliente_1542,3500.0,Presencial,Sudeste
34227,34228,2024-03-26,São Paulo,Smartphone Samsung,2200.0,1,Cliente_23739,2200.0,Presencial,Sudeste
34246,34247,2024-09-15,São Paulo,Notebook Dell,3500.0,1,Cliente_1328,3500.0,Presencial,Sudeste
34251,34252,2024-06-01,São Paulo,Smartphone Samsung,2200.0,3,Cliente_17949,6600.0,Presencial,Sudeste
34263,34264,2023-04-20,São Paulo,Teclado Mecânico,250.0,5,Cliente_9103,1250.0,Presencial,Sudeste
34279,34280,2023-09-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_10461,250.0,Presencial,Sudeste
34294,34295,2024-01-15,São Paulo,Notebook Dell,3500.0,5,Cliente_7957,17500.0,Presencial,Sudeste
34295,34296,2024-10-18,São Paulo,"Monitor 27""",1200.0,1,Cliente_22530,1200.0,Presencial,Sudeste
34298,34299,2023-03-01,São Paulo,Teclado Mecânico,250.0,1,Cliente_17453,250.0,Presencial,Sudeste
34308,34309,2023-07-16,São Paulo,Mouse Gamer,120.0,5,Cliente_7658,600.0,Presencial,Sudeste
34314,34315,2023-11-18,São Paulo,Mouse Gamer,120.0,1,Cliente_4474,120.0,Presencial,Sudeste
34315,34316,2024-11-06,São Paulo,iPhone 14,5500.0,2,Cliente_15983,11000.0,Presencial,Sudeste
34337,34338,2024-12-02,São Paulo,"Monitor 27""",1200.0,1,Cliente_563,1200.0,Presencial,Sudeste
34338,34339,2023-07-02,São Paulo,Mouse Gamer,120.0,1,Cliente_21285,120.0,Presencial,Sudeste
34339,34340,2024-07-31,São Paulo,Mouse Gamer,120.0,1,Cliente_1394,120.0,Presencial,Sudeste
34346,34347,2024-03-24,São Paulo,Teclado Mecânico,250.0,1,Cliente_18592,250.0,Presencial,Sudeste
34355,34356,2023-10-27,São Paulo,Smartphone Samsung,2200.0,1,Cliente_2290,2200.0,Presencial,Sudeste
34361,34362,2023-04-24,São Paulo,Smartphone Samsung,2200.0,3,Cliente_5913,6600.0,Presencial,Sudeste
34364,34365,2023-02-18,São Paulo,iPhone 14,5500.0,1,Cliente_1169,5500.0,Presencial,Sudeste
34366,34367,2023-04-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_14655,250.0,Presencial,Sudeste
34367,34368,2023-06-22,São Paulo,Mouse Gamer,120.0,5,Cliente_28521,600.0,Presencial,Sudeste
34372,34373,2024-06-03,São Paulo,Cabo HDMI,40.0,2,Cliente_9171,80.0,Presencial,Sudeste
34378,34379,2024-02-15,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17354,2200.0,Presencial,Sudeste
34387,34388,2024-08-15,São Paulo,"Monitor 27""",1200.0,1,Cliente_6055,1200.0,Presencial,Sudeste
34396,34397,2024-08-22,São Paulo,Notebook HP,3200.0,1,Cliente_14484,3200.0,Presencial,Sudeste
34399,34400,2024-02-06,São Paulo,Notebook HP,3200.0,2,Cliente_24100,6400.0,Presencial,Sudeste
34408,34409,2024-01-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_17190,2200.0,Presencial,Sudeste
34409,34410,2023-06-03,São Paulo,Teclado Mecânico,250.0,1,Cliente_19966,250.0,Presencial,Sudeste
